"School year","Values","Sex","Age in 5 years group","Full-/Part-time","Schultyp (Ebene +1)","Number","Annotations"
"2017/18","Full-time equivalent","male","to 24 years","Part-time","Vocational schools for apprentices",0.62,
"2017/18","Full-time equivalent","male","to 24 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",9.66,
"2017/18","Full-time equivalent","male","to 24 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.21,
"2017/18","Full-time equivalent","male","to 24 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","25 to 29 years","Full-time","Cumpulsory schools",1031.27,
"2017/18","Full-time equivalent","male","25 to 29 years","Full-time","Academic secondary schools",371.24,
"2017/18","Full-time equivalent","male","25 to 29 years","Full-time","Other general schools (statues)",18.09,
"2017/18","Full-time equivalent","male","25 to 29 years","Full-time","Vocational schools for apprentices",10.67,
"2017/18","Full-time equivalent","male","25 to 29 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",178.31,
"2017/18","Full-time equivalent","male","25 to 29 years","Full-time","Other schools and colleges for Vocational Education (statutes)",2.72,
"2017/18","Full-time equivalent","male","25 to 29 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","25 to 29 years","Part-time","Cumpulsory schools",83.03,
"2017/18","Full-time equivalent","male","25 to 29 years","Part-time","Academic secondary schools",142.41,
"2017/18","Full-time equivalent","male","25 to 29 years","Part-time","Other general schools (statues)",13.82,
"2017/18","Full-time equivalent","male","25 to 29 years","Part-time","Vocational schools for apprentices",1.85,
"2017/18","Full-time equivalent","male","25 to 29 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",65.40,
"2017/18","Full-time equivalent","male","25 to 29 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.49,
"2017/18","Full-time equivalent","male","25 to 29 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","30 to 34 years","Full-time","Cumpulsory schools",1029.05,
"2017/18","Full-time equivalent","male","30 to 34 years","Full-time","Academic secondary schools",694.09,
"2017/18","Full-time equivalent","male","30 to 34 years","Full-time","Other general schools (statues)",30.75,
"2017/18","Full-time equivalent","male","30 to 34 years","Full-time","Vocational schools for apprentices",101.58,
"2017/18","Full-time equivalent","male","30 to 34 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",408.26,
"2017/18","Full-time equivalent","male","30 to 34 years","Full-time","Other schools and colleges for Vocational Education (statutes)",4.70,
"2017/18","Full-time equivalent","male","30 to 34 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","30 to 34 years","Part-time","Cumpulsory schools",84.58,
"2017/18","Full-time equivalent","male","30 to 34 years","Part-time","Academic secondary schools",150.55,
"2017/18","Full-time equivalent","male","30 to 34 years","Part-time","Other general schools (statues)",9.07,
"2017/18","Full-time equivalent","male","30 to 34 years","Part-time","Vocational schools for apprentices",11.47,
"2017/18","Full-time equivalent","male","30 to 34 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",101.03,
"2017/18","Full-time equivalent","male","30 to 34 years","Part-time","Other schools and colleges for Vocational Education (statutes)",3.05,
"2017/18","Full-time equivalent","male","30 to 34 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","35 to 39 years","Full-time","Cumpulsory schools",1030.16,
"2017/18","Full-time equivalent","male","35 to 39 years","Full-time","Academic secondary schools",720.79,
"2017/18","Full-time equivalent","male","35 to 39 years","Full-time","Other general schools (statues)",38.08,
"2017/18","Full-time equivalent","male","35 to 39 years","Full-time","Vocational schools for apprentices",233.01,
"2017/18","Full-time equivalent","male","35 to 39 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",716.62,
"2017/18","Full-time equivalent","male","35 to 39 years","Full-time","Other schools and colleges for Vocational Education (statutes)",9.82,
"2017/18","Full-time equivalent","male","35 to 39 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","35 to 39 years","Part-time","Cumpulsory schools",92.96,
"2017/18","Full-time equivalent","male","35 to 39 years","Part-time","Academic secondary schools",129.59,
"2017/18","Full-time equivalent","male","35 to 39 years","Part-time","Other general schools (statues)",8.93,
"2017/18","Full-time equivalent","male","35 to 39 years","Part-time","Vocational schools for apprentices",22.58,
"2017/18","Full-time equivalent","male","35 to 39 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",103.31,
"2017/18","Full-time equivalent","male","35 to 39 years","Part-time","Other schools and colleges for Vocational Education (statutes)",5.46,
"2017/18","Full-time equivalent","male","35 to 39 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","40 to 44 years","Full-time","Cumpulsory schools",1076.27,
"2017/18","Full-time equivalent","male","40 to 44 years","Full-time","Academic secondary schools",644.23,
"2017/18","Full-time equivalent","male","40 to 44 years","Full-time","Other general schools (statues)",44.04,
"2017/18","Full-time equivalent","male","40 to 44 years","Full-time","Vocational schools for apprentices",342.53,
"2017/18","Full-time equivalent","male","40 to 44 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",954.38,
"2017/18","Full-time equivalent","male","40 to 44 years","Full-time","Other schools and colleges for Vocational Education (statutes)",8.37,
"2017/18","Full-time equivalent","male","40 to 44 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","40 to 44 years","Part-time","Cumpulsory schools",107.20,
"2017/18","Full-time equivalent","male","40 to 44 years","Part-time","Academic secondary schools",112.29,
"2017/18","Full-time equivalent","male","40 to 44 years","Part-time","Other general schools (statues)",10.60,
"2017/18","Full-time equivalent","male","40 to 44 years","Part-time","Vocational schools for apprentices",32.22,
"2017/18","Full-time equivalent","male","40 to 44 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",127.33,
"2017/18","Full-time equivalent","male","40 to 44 years","Part-time","Other schools and colleges for Vocational Education (statutes)",6.96,
"2017/18","Full-time equivalent","male","40 to 44 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","45 to 49 years","Full-time","Cumpulsory schools",1200.84,
"2017/18","Full-time equivalent","male","45 to 49 years","Full-time","Academic secondary schools",717.82,
"2017/18","Full-time equivalent","male","45 to 49 years","Full-time","Other general schools (statues)",42.90,
"2017/18","Full-time equivalent","male","45 to 49 years","Full-time","Vocational schools for apprentices",552.76,
"2017/18","Full-time equivalent","male","45 to 49 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1326.28,
"2017/18","Full-time equivalent","male","45 to 49 years","Full-time","Other schools and colleges for Vocational Education (statutes)",20.57,
"2017/18","Full-time equivalent","male","45 to 49 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","45 to 49 years","Part-time","Cumpulsory schools",133.15,
"2017/18","Full-time equivalent","male","45 to 49 years","Part-time","Academic secondary schools",115.34,
"2017/18","Full-time equivalent","male","45 to 49 years","Part-time","Other general schools (statues)",12.64,
"2017/18","Full-time equivalent","male","45 to 49 years","Part-time","Vocational schools for apprentices",47.62,
"2017/18","Full-time equivalent","male","45 to 49 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",160.00,
"2017/18","Full-time equivalent","male","45 to 49 years","Part-time","Other schools and colleges for Vocational Education (statutes)",11.00,
"2017/18","Full-time equivalent","male","45 to 49 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","50 to 54 years","Full-time","Cumpulsory schools",1482.78,
"2017/18","Full-time equivalent","male","50 to 54 years","Full-time","Academic secondary schools",854.86,
"2017/18","Full-time equivalent","male","50 to 54 years","Full-time","Other general schools (statues)",29.95,
"2017/18","Full-time equivalent","male","50 to 54 years","Full-time","Vocational schools for apprentices",551.48,
"2017/18","Full-time equivalent","male","50 to 54 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1626.64,
"2017/18","Full-time equivalent","male","50 to 54 years","Full-time","Other schools and colleges for Vocational Education (statutes)",21.28,
"2017/18","Full-time equivalent","male","50 to 54 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","50 to 54 years","Part-time","Cumpulsory schools",173.35,
"2017/18","Full-time equivalent","male","50 to 54 years","Part-time","Academic secondary schools",109.08,
"2017/18","Full-time equivalent","male","50 to 54 years","Part-time","Other general schools (statues)",13.03,
"2017/18","Full-time equivalent","male","50 to 54 years","Part-time","Vocational schools for apprentices",60.41,
"2017/18","Full-time equivalent","male","50 to 54 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",188.37,
"2017/18","Full-time equivalent","male","50 to 54 years","Part-time","Other schools and colleges for Vocational Education (statutes)",14.65,
"2017/18","Full-time equivalent","male","50 to 54 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","55 to 59 years","Full-time","Cumpulsory schools",1736.09,
"2017/18","Full-time equivalent","male","55 to 59 years","Full-time","Academic secondary schools",1098.06,
"2017/18","Full-time equivalent","male","55 to 59 years","Full-time","Other general schools (statues)",21.68,
"2017/18","Full-time equivalent","male","55 to 59 years","Full-time","Vocational schools for apprentices",463.11,
"2017/18","Full-time equivalent","male","55 to 59 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1610.63,
"2017/18","Full-time equivalent","male","55 to 59 years","Full-time","Other schools and colleges for Vocational Education (statutes)",25.97,
"2017/18","Full-time equivalent","male","55 to 59 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","55 to 59 years","Part-time","Cumpulsory schools",323.94,
"2017/18","Full-time equivalent","male","55 to 59 years","Part-time","Academic secondary schools",142.89,
"2017/18","Full-time equivalent","male","55 to 59 years","Part-time","Other general schools (statues)",10.91,
"2017/18","Full-time equivalent","male","55 to 59 years","Part-time","Vocational schools for apprentices",54.61,
"2017/18","Full-time equivalent","male","55 to 59 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",154.35,
"2017/18","Full-time equivalent","male","55 to 59 years","Part-time","Other schools and colleges for Vocational Education (statutes)",11.59,
"2017/18","Full-time equivalent","male","55 to 59 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","60 to 64 years","Full-time","Cumpulsory schools",1292.27,
"2017/18","Full-time equivalent","male","60 to 64 years","Full-time","Academic secondary schools",1096.66,
"2017/18","Full-time equivalent","male","60 to 64 years","Full-time","Other general schools (statues)",21.97,
"2017/18","Full-time equivalent","male","60 to 64 years","Full-time","Vocational schools for apprentices",233.82,
"2017/18","Full-time equivalent","male","60 to 64 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1342.44,
"2017/18","Full-time equivalent","male","60 to 64 years","Full-time","Other schools and colleges for Vocational Education (statutes)",14.63,
"2017/18","Full-time equivalent","male","60 to 64 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","60 to 64 years","Part-time","Cumpulsory schools",264.49,
"2017/18","Full-time equivalent","male","60 to 64 years","Part-time","Academic secondary schools",119.61,
"2017/18","Full-time equivalent","male","60 to 64 years","Part-time","Other general schools (statues)",9.80,
"2017/18","Full-time equivalent","male","60 to 64 years","Part-time","Vocational schools for apprentices",44.51,
"2017/18","Full-time equivalent","male","60 to 64 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",141.63,
"2017/18","Full-time equivalent","male","60 to 64 years","Part-time","Other schools and colleges for Vocational Education (statutes)",7.11,
"2017/18","Full-time equivalent","male","60 to 64 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","older than 65 years","Full-time","Cumpulsory schools",11.09,
"2017/18","Full-time equivalent","male","older than 65 years","Full-time","Academic secondary schools",14.97,
"2017/18","Full-time equivalent","male","older than 65 years","Full-time","Other general schools (statues)",7.93,
"2017/18","Full-time equivalent","male","older than 65 years","Full-time","Vocational schools for apprentices",2.00,
"2017/18","Full-time equivalent","male","older than 65 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",36.80,
"2017/18","Full-time equivalent","male","older than 65 years","Full-time","Other schools and colleges for Vocational Education (statutes)",1.00,
"2017/18","Full-time equivalent","male","older than 65 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","male","older than 65 years","Part-time","Cumpulsory schools",4.47,
"2017/18","Full-time equivalent","male","older than 65 years","Part-time","Academic secondary schools",6.85,
"2017/18","Full-time equivalent","male","older than 65 years","Part-time","Other general schools (statues)",1.86,
"2017/18","Full-time equivalent","male","older than 65 years","Part-time","Vocational schools for apprentices",0.54,
"2017/18","Full-time equivalent","male","older than 65 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",12.96,
"2017/18","Full-time equivalent","male","older than 65 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.19,
"2017/18","Full-time equivalent","male","older than 65 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","to 24 years","Full-time","Cumpulsory schools",2100.39,
"2017/18","Full-time equivalent","female","to 24 years","Full-time","Academic secondary schools",29.62,
"2017/18","Full-time equivalent","female","to 24 years","Full-time","Other general schools (statues)",13.54,
"2017/18","Full-time equivalent","female","to 24 years","Full-time","Vocational schools for apprentices",1.00,
"2017/18","Full-time equivalent","female","to 24 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",51.30,
"2017/18","Full-time equivalent","female","to 24 years","Full-time","Other schools and colleges for Vocational Education (statutes)",2.03,
"2017/18","Full-time equivalent","female","to 24 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","to 24 years","Part-time","Cumpulsory schools",228.07,
"2017/18","Full-time equivalent","female","to 24 years","Part-time","Academic secondary schools",63.70,
"2017/18","Full-time equivalent","female","to 24 years","Part-time","Other general schools (statues)",6.78,
"2017/18","Full-time equivalent","female","to 24 years","Part-time","Vocational schools for apprentices",0.25,
"2017/18","Full-time equivalent","female","to 24 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",33.76,
"2017/18","Full-time equivalent","female","to 24 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.53,
"2017/18","Full-time equivalent","female","to 24 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","25 to 29 years","Full-time","Cumpulsory schools",5861.71,
"2017/18","Full-time equivalent","female","25 to 29 years","Full-time","Academic secondary schools",1127.51,
"2017/18","Full-time equivalent","female","25 to 29 years","Full-time","Other general schools (statues)",71.40,
"2017/18","Full-time equivalent","female","25 to 29 years","Full-time","Vocational schools for apprentices",11.97,
"2017/18","Full-time equivalent","female","25 to 29 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",545.79,
"2017/18","Full-time equivalent","female","25 to 29 years","Full-time","Other schools and colleges for Vocational Education (statutes)",7.01,
"2017/18","Full-time equivalent","female","25 to 29 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","25 to 29 years","Part-time","Cumpulsory schools",481.02,
"2017/18","Full-time equivalent","female","25 to 29 years","Part-time","Academic secondary schools",312.56,
"2017/18","Full-time equivalent","female","25 to 29 years","Part-time","Other general schools (statues)",40.17,
"2017/18","Full-time equivalent","female","25 to 29 years","Part-time","Vocational schools for apprentices",2.11,
"2017/18","Full-time equivalent","female","25 to 29 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",151.29,
"2017/18","Full-time equivalent","female","25 to 29 years","Part-time","Other schools and colleges for Vocational Education (statutes)",7.50,
"2017/18","Full-time equivalent","female","25 to 29 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","30 to 34 years","Full-time","Cumpulsory schools",2880.61,
"2017/18","Full-time equivalent","female","30 to 34 years","Full-time","Academic secondary schools",1085.23,
"2017/18","Full-time equivalent","female","30 to 34 years","Full-time","Other general schools (statues)",56.99,
"2017/18","Full-time equivalent","female","30 to 34 years","Full-time","Vocational schools for apprentices",39.12,
"2017/18","Full-time equivalent","female","30 to 34 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",586.72,
"2017/18","Full-time equivalent","female","30 to 34 years","Full-time","Other schools and colleges for Vocational Education (statutes)",9.25,
"2017/18","Full-time equivalent","female","30 to 34 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","30 to 34 years","Part-time","Cumpulsory schools",678.27,
"2017/18","Full-time equivalent","female","30 to 34 years","Part-time","Academic secondary schools",301.57,
"2017/18","Full-time equivalent","female","30 to 34 years","Part-time","Other general schools (statues)",34.63,
"2017/18","Full-time equivalent","female","30 to 34 years","Part-time","Vocational schools for apprentices",12.18,
"2017/18","Full-time equivalent","female","30 to 34 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",198.29,
"2017/18","Full-time equivalent","female","30 to 34 years","Part-time","Other schools and colleges for Vocational Education (statutes)",7.94,
"2017/18","Full-time equivalent","female","30 to 34 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","35 to 39 years","Full-time","Cumpulsory schools",2712.55,
"2017/18","Full-time equivalent","female","35 to 39 years","Full-time","Academic secondary schools",756.30,
"2017/18","Full-time equivalent","female","35 to 39 years","Full-time","Other general schools (statues)",65.70,
"2017/18","Full-time equivalent","female","35 to 39 years","Full-time","Vocational schools for apprentices",89.83,
"2017/18","Full-time equivalent","female","35 to 39 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",537.77,
"2017/18","Full-time equivalent","female","35 to 39 years","Full-time","Other schools and colleges for Vocational Education (statutes)",13.01,
"2017/18","Full-time equivalent","female","35 to 39 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","35 to 39 years","Part-time","Cumpulsory schools",1433.23,
"2017/18","Full-time equivalent","female","35 to 39 years","Part-time","Academic secondary schools",505.76,
"2017/18","Full-time equivalent","female","35 to 39 years","Part-time","Other general schools (statues)",38.69,
"2017/18","Full-time equivalent","female","35 to 39 years","Part-time","Vocational schools for apprentices",37.92,
"2017/18","Full-time equivalent","female","35 to 39 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",356.19,
"2017/18","Full-time equivalent","female","35 to 39 years","Part-time","Other schools and colleges for Vocational Education (statutes)",22.20,
"2017/18","Full-time equivalent","female","35 to 39 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","40 to 44 years","Full-time","Cumpulsory schools",3907.19,
"2017/18","Full-time equivalent","female","40 to 44 years","Full-time","Academic secondary schools",790.79,
"2017/18","Full-time equivalent","female","40 to 44 years","Full-time","Other general schools (statues)",69.70,
"2017/18","Full-time equivalent","female","40 to 44 years","Full-time","Vocational schools for apprentices",118.57,
"2017/18","Full-time equivalent","female","40 to 44 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",805.43,
"2017/18","Full-time equivalent","female","40 to 44 years","Full-time","Other schools and colleges for Vocational Education (statutes)",28.92,
"2017/18","Full-time equivalent","female","40 to 44 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","40 to 44 years","Part-time","Cumpulsory schools",1740.92,
"2017/18","Full-time equivalent","female","40 to 44 years","Part-time","Academic secondary schools",568.93,
"2017/18","Full-time equivalent","female","40 to 44 years","Part-time","Other general schools (statues)",38.42,
"2017/18","Full-time equivalent","female","40 to 44 years","Part-time","Vocational schools for apprentices",56.95,
"2017/18","Full-time equivalent","female","40 to 44 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",429.76,
"2017/18","Full-time equivalent","female","40 to 44 years","Part-time","Other schools and colleges for Vocational Education (statutes)",28.60,
"2017/18","Full-time equivalent","female","40 to 44 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","45 to 49 years","Full-time","Cumpulsory schools",5232.32,
"2017/18","Full-time equivalent","female","45 to 49 years","Full-time","Academic secondary schools",1080.39,
"2017/18","Full-time equivalent","female","45 to 49 years","Full-time","Other general schools (statues)",87.74,
"2017/18","Full-time equivalent","female","45 to 49 years","Full-time","Vocational schools for apprentices",275.39,
"2017/18","Full-time equivalent","female","45 to 49 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1158.27,
"2017/18","Full-time equivalent","female","45 to 49 years","Full-time","Other schools and colleges for Vocational Education (statutes)",55.11,
"2017/18","Full-time equivalent","female","45 to 49 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","45 to 49 years","Part-time","Cumpulsory schools",1517.12,
"2017/18","Full-time equivalent","female","45 to 49 years","Part-time","Academic secondary schools",436.56,
"2017/18","Full-time equivalent","female","45 to 49 years","Part-time","Other general schools (statues)",47.72,
"2017/18","Full-time equivalent","female","45 to 49 years","Part-time","Vocational schools for apprentices",59.04,
"2017/18","Full-time equivalent","female","45 to 49 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",455.29,
"2017/18","Full-time equivalent","female","45 to 49 years","Part-time","Other schools and colleges for Vocational Education (statutes)",28.22,
"2017/18","Full-time equivalent","female","45 to 49 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","50 to 54 years","Full-time","Cumpulsory schools",6821.53,
"2017/18","Full-time equivalent","female","50 to 54 years","Full-time","Academic secondary schools",1550.62,
"2017/18","Full-time equivalent","female","50 to 54 years","Full-time","Other general schools (statues)",95.45,
"2017/18","Full-time equivalent","female","50 to 54 years","Full-time","Vocational schools for apprentices",280.24,
"2017/18","Full-time equivalent","female","50 to 54 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1667.11,
"2017/18","Full-time equivalent","female","50 to 54 years","Full-time","Other schools and colleges for Vocational Education (statutes)",74.06,
"2017/18","Full-time equivalent","female","50 to 54 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","50 to 54 years","Part-time","Cumpulsory schools",1689.33,
"2017/18","Full-time equivalent","female","50 to 54 years","Part-time","Academic secondary schools",373.55,
"2017/18","Full-time equivalent","female","50 to 54 years","Part-time","Other general schools (statues)",40.33,
"2017/18","Full-time equivalent","female","50 to 54 years","Part-time","Vocational schools for apprentices",55.82,
"2017/18","Full-time equivalent","female","50 to 54 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",378.14,
"2017/18","Full-time equivalent","female","50 to 54 years","Part-time","Other schools and colleges for Vocational Education (statutes)",34.30,
"2017/18","Full-time equivalent","female","50 to 54 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","55 to 59 years","Full-time","Cumpulsory schools",7212.95,
"2017/18","Full-time equivalent","female","55 to 59 years","Full-time","Academic secondary schools",1687.92,
"2017/18","Full-time equivalent","female","55 to 59 years","Full-time","Other general schools (statues)",61.77,
"2017/18","Full-time equivalent","female","55 to 59 years","Full-time","Vocational schools for apprentices",197.18,
"2017/18","Full-time equivalent","female","55 to 59 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1879.66,
"2017/18","Full-time equivalent","female","55 to 59 years","Full-time","Other schools and colleges for Vocational Education (statutes)",75.45,
"2017/18","Full-time equivalent","female","55 to 59 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","55 to 59 years","Part-time","Cumpulsory schools",2334.11,
"2017/18","Full-time equivalent","female","55 to 59 years","Part-time","Academic secondary schools",415.41,
"2017/18","Full-time equivalent","female","55 to 59 years","Part-time","Other general schools (statues)",32.27,
"2017/18","Full-time equivalent","female","55 to 59 years","Part-time","Vocational schools for apprentices",58.69,
"2017/18","Full-time equivalent","female","55 to 59 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",399.88,
"2017/18","Full-time equivalent","female","55 to 59 years","Part-time","Other schools and colleges for Vocational Education (statutes)",31.57,
"2017/18","Full-time equivalent","female","55 to 59 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","60 to 64 years","Full-time","Cumpulsory schools",3416.60,
"2017/18","Full-time equivalent","female","60 to 64 years","Full-time","Academic secondary schools",1120.45,
"2017/18","Full-time equivalent","female","60 to 64 years","Full-time","Other general schools (statues)",35.92,
"2017/18","Full-time equivalent","female","60 to 64 years","Full-time","Vocational schools for apprentices",69.92,
"2017/18","Full-time equivalent","female","60 to 64 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",982.27,
"2017/18","Full-time equivalent","female","60 to 64 years","Full-time","Other schools and colleges for Vocational Education (statutes)",14.13,
"2017/18","Full-time equivalent","female","60 to 64 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","60 to 64 years","Part-time","Cumpulsory schools",1506.22,
"2017/18","Full-time equivalent","female","60 to 64 years","Part-time","Academic secondary schools",303.76,
"2017/18","Full-time equivalent","female","60 to 64 years","Part-time","Other general schools (statues)",9.23,
"2017/18","Full-time equivalent","female","60 to 64 years","Part-time","Vocational schools for apprentices",16.23,
"2017/18","Full-time equivalent","female","60 to 64 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",195.66,
"2017/18","Full-time equivalent","female","60 to 64 years","Part-time","Other schools and colleges for Vocational Education (statutes)",8.83,
"2017/18","Full-time equivalent","female","60 to 64 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","older than 65 years","Full-time","Cumpulsory schools",21.68,
"2017/18","Full-time equivalent","female","older than 65 years","Full-time","Academic secondary schools",11.94,
"2017/18","Full-time equivalent","female","older than 65 years","Full-time","Other general schools (statues)",2.00,
"2017/18","Full-time equivalent","female","older than 65 years","Full-time","Vocational schools for apprentices",1.00,
"2017/18","Full-time equivalent","female","older than 65 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",7.90,
"2017/18","Full-time equivalent","female","older than 65 years","Full-time","Other schools and colleges for Vocational Education (statutes)",-,
"2017/18","Full-time equivalent","female","older than 65 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Full-time equivalent","female","older than 65 years","Part-time","Cumpulsory schools",3.84,
"2017/18","Full-time equivalent","female","older than 65 years","Part-time","Academic secondary schools",0.93,
"2017/18","Full-time equivalent","female","older than 65 years","Part-time","Other general schools (statues)",4.47,
"2017/18","Full-time equivalent","female","older than 65 years","Part-time","Vocational schools for apprentices",-,
"2017/18","Full-time equivalent","female","older than 65 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1.12,
"2017/18","Full-time equivalent","female","older than 65 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.54,
"2017/18","Full-time equivalent","female","older than 65 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","to 24 years","Full-time","Cumpulsory schools",156,
"2017/18","Number of teaching staff","male","to 24 years","Full-time","Academic secondary schools",4,
"2017/18","Number of teaching staff","male","to 24 years","Full-time","Other general schools (statues)",-,
"2017/18","Number of teaching staff","male","to 24 years","Full-time","Vocational schools for apprentices",-,
"2017/18","Number of teaching staff","male","to 24 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",11,
"2017/18","Number of teaching staff","male","to 24 years","Full-time","Other schools and colleges for Vocational Education (statutes)",0,
"2017/18","Number of teaching staff","male","to 24 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2017/18","Number of teaching staff","male","to 24 years","Part-time","Cumpulsory schools",41,
"2017/18","Number of teaching staff","male","to 24 years","Part-time","Academic secondary schools",44,
"2017/18","Number of teaching staff","male","to 24 years","Part-time","Other general schools (statues)",10,
